,Transition
original_gldm_DependenceNonUniformity,-0.4576541562540543
original_gldm_DependenceNonUniformityNormalized,0.06553572341711089
original_gldm_DependenceVariance,-0.026472446462646865
original_gldm_GrayLevelNonUniformity,-0.5074735356252305
original_gldm_GrayLevelVariance,0.3771045582570972
original_gldm_HighGrayLevelEmphasis,-0.10691389367636284
original_gldm_LargeDependenceEmphasis,-0.33819169091349643
original_gldm_LargeDependenceHighGrayLevelEmphasis,-0.33952177311767917
original_gldm_LargeDependenceLowGrayLevelEmphasis,-0.14466996979392832
original_gldm_LowGrayLevelEmphasis,0.15160410861078946
original_gldm_SmallDependenceEmphasis,0.5289792838651817
original_gldm_SmallDependenceHighGrayLevelEmphasis,0.39615056528343395
original_gldm_SmallDependenceLowGrayLevelEmphasis,0.3706313932247736
original_glrlm_GrayLevelNonUniformity,-0.5234246929264873
original_glrlm_GrayLevelNonUniformityNormalized,-0.46999775944040195
original_glrlm_GrayLevelVariance,0.4426744866641594
original_glrlm_HighGrayLevelRunEmphasis,-0.1649482240790699
original_glrlm_LongRunEmphasis,-0.3325548514915556
original_glrlm_LongRunHighGrayLevelEmphasis,-0.3611264368492757
original_glrlm_LongRunLowGrayLevelEmphasis,-0.18892139420279755
original_glrlm_LowGrayLevelRunEmphasis,0.19888862667464569
original_glrlm_RunEntropy,-0.06141345329543894
original_glrlm_RunLengthNonUniformity,-0.08046416307398493
original_glrlm_RunLengthNonUniformityNormalized,0.5026400727669313
original_glrlm_RunPercentage,0.39916998712869933
original_glrlm_RunVariance,-0.2806886580146011
original_glrlm_ShortRunEmphasis,0.5156521053297883
original_glrlm_ShortRunHighGrayLevelEmphasis,0.044294887898678165
original_glrlm_ShortRunLowGrayLevelEmphasis,0.3024910668741333
original_glszm_GrayLevelNonUniformity,-0.09918281392588826
original_glszm_GrayLevelNonUniformityNormalized,-0.2322402742188994
original_glszm_GrayLevelVariance,0.06548686257802548
original_glszm_HighGrayLevelZoneEmphasis,-0.072766825363284
original_glszm_LargeAreaEmphasis,-0.5511193402087323
original_glszm_LargeAreaHighGrayLevelEmphasis,-0.5309127506365781
original_glszm_LargeAreaLowGrayLevelEmphasis,-0.40971285340303365
original_glszm_LowGrayLevelZoneEmphasis,0.10726634033578854
original_glszm_SizeZoneNonUniformity,-0.034566974895702686
original_glszm_SizeZoneNonUniformityNormalized,-0.15639752770956064
original_glszm_SmallAreaEmphasis,-0.1628749315097326
original_glszm_SmallAreaHighGrayLevelEmphasis,-0.13351093199009537
original_glszm_SmallAreaLowGrayLevelEmphasis,0.046794558884661226
original_glszm_ZoneEntropy,0.29765946697335627
original_glszm_ZonePercentage,0.4588099252425485
original_glszm_ZoneVariance,-0.5540794242635106
original_ngtdm_Busyness,-0.32117615336562017
original_ngtdm_Coarseness,0.481941634242936
original_ngtdm_Complexity,0.060120202722880885
original_ngtdm_Contrast,0.3069652289385667
original_ngtdm_Strength,0.4028879488461828
wavelet-LLH_firstorder_10Percentile,-0.44712367442250706
wavelet-LLH_firstorder_90Percentile,0.25511843667024264
wavelet-LLH_firstorder_Energy,0.016259275175076835
wavelet-LLH_firstorder_Entropy,0.1951339558401678
wavelet-LLH_firstorder_InterquartileRange,0.4430662856724231
wavelet-LLH_firstorder_Kurtosis,-0.36032977874733574
wavelet-LLH_firstorder_Maximum,-0.16960390659925081
wavelet-LLH_firstorder_MeanAbsoluteDeviation,0.4188035049621948
wavelet-LLH_firstorder_Mean,-0.38605501429216665
wavelet-LLH_firstorder_Median,-0.40514783380473535
wavelet-LLH_firstorder_Minimum,-0.19660520450047797
wavelet-LLH_firstorder_Range,-0.0035577056724809247
wavelet-LLH_firstorder_RobustMeanAbsoluteDeviation,0.4393585449203985
wavelet-LLH_firstorder_RootMeanSquared,0.3842551439776348
wavelet-LLH_firstorder_Skewness,-0.23368345229458606
wavelet-LLH_firstorder_TotalEnergy,0.016259275175076835
wavelet-LLH_firstorder_Uniformity,-0.04007841390246399
wavelet-LLH_firstorder_Variance,0.36231516783439044
wavelet-LLH_glcm_Autocorrelation,0.07571332065328398
wavelet-LLH_glcm_ClusterProminence,0.2019721513974034
wavelet-LLH_glcm_ClusterShade,0.2058447056654913
wavelet-LLH_glcm_ClusterTendency,0.26672658060174437
wavelet-LLH_glcm_Contrast,-0.08256675860896125
wavelet-LLH_glcm_Correlation,0.3434096095870906
wavelet-LLH_glcm_DifferenceAverage,-0.22218039564771325
wavelet-LLH_glcm_DifferenceEntropy,0.08714311693613004
wavelet-LLH_glcm_DifferenceVariance,0.10709864857768224
wavelet-LLH_glcm_Id,0.2745019047959881
wavelet-LLH_glcm_Idm,0.255253319145584
wavelet-LLH_glcm_Idmn,-0.019219077641580318
wavelet-LLH_glcm_Idn,0.0489473093105532
wavelet-LLH_glcm_Imc1,-0.31530142504760494
wavelet-LLH_glcm_Imc2,0.3507787239127546
wavelet-LLH_glcm_InverseVariance,-0.3403929586745212
wavelet-LLH_glcm_JointAverage,0.06997305246057206
wavelet-LLH_glcm_JointEnergy,0.12699542759204052
wavelet-LLH_glcm_JointEntropy,0.17234953861530067
wavelet-LLH_glcm_MCC,0.21490131466123816
wavelet-LLH_glcm_MaximumProbability,0.3595032191730938
wavelet-LLH_glcm_SumAverage,0.06997305246057194
wavelet-LLH_glcm_SumEntropy,0.23818708412096168
wavelet-LLH_glcm_SumSquares,0.17533540526053612
wavelet-LLH_gldm_DependenceEntropy,0.31461972839589925
wavelet-LLH_gldm_DependenceNonUniformity,-0.5140797907640101
wavelet-LLH_gldm_DependenceNonUniformityNormalized,-0.37651555362659683
wavelet-LLH_gldm_DependenceVariance,0.37400678516828895
wavelet-LLH_gldm_GrayLevelNonUniformity,-0.5070015998280397
wavelet-LLH_gldm_GrayLevelVariance,0.17155395408960103
wavelet-LLH_gldm_HighGrayLevelEmphasis,0.07619710211625856
wavelet-LLH_gldm_LargeDependenceEmphasis,-0.22620793243636092
wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis,0.018610980473764516
wavelet-LLH_gldm_LargeDependenceLowGrayLevelEmphasis,-0.07307163729401996
wavelet-LLH_gldm_LowGrayLevelEmphasis,-0.03936656768392734
wavelet-LLH_gldm_SmallDependenceEmphasis,0.46644998324067255
wavelet-LLH_gldm_SmallDependenceHighGrayLevelEmphasis,0.23263359836267858
wavelet-LLH_gldm_SmallDependenceLowGrayLevelEmphasis,0.2851595491798036
wavelet-LLH_glrlm_GrayLevelNonUniformity,-0.49766347426430413
wavelet-LLH_glrlm_GrayLevelNonUniformityNormalized,-0.21681458758514044
wavelet-LLH_glrlm_GrayLevelVariance,0.2157606052059764
wavelet-LLH_glrlm_HighGrayLevelRunEmphasis,0.088002619989879
wavelet-LLH_glrlm_LongRunEmphasis,-0.2694651896726577
wavelet-LLH_glrlm_LongRunHighGrayLevelEmphasis,0.003180505286472411
wavelet-LLH_glrlm_LongRunLowGrayLevelEmphasis,-0.10098169370083077
wavelet-LLH_glrlm_LowGrayLevelRunEmphasis,-0.040260511632435624
wavelet-LLH_glrlm_RunEntropy,-0.08154573485548217
wavelet-LLH_glrlm_RunLengthNonUniformity,-0.433146597153081
wavelet-LLH_glrlm_RunLengthNonUniformityNormalized,0.3685315142493244
wavelet-LLH_glrlm_RunPercentage,0.3391416804547521
wavelet-LLH_glrlm_RunVariance,-0.14936963917304977
wavelet-LLH_glrlm_ShortRunEmphasis,0.39160534136833125
wavelet-LLH_glrlm_ShortRunHighGrayLevelEmphasis,0.1260881274423897
wavelet-LLH_glrlm_ShortRunLowGrayLevelEmphasis,0.013241857471423191
wavelet-LLH_glszm_GrayLevelNonUniformity,0.18829815039103145
wavelet-LLH_glszm_GrayLevelNonUniformityNormalized,-0.028234525711581974
wavelet-LLH_glszm_GrayLevelVariance,-0.08231895427525086
wavelet-LLH_glszm_HighGrayLevelZoneEmphasis,-0.04498309575757989
wavelet-LLH_glszm_LargeAreaEmphasis,-0.515209687053596
wavelet-LLH_glszm_LargeAreaHighGrayLevelEmphasis,-0.4558479074078577
wavelet-LLH_glszm_LargeAreaLowGrayLevelEmphasis,-0.4764395765513648
wavelet-LLH_glszm_LowGrayLevelZoneEmphasis,0.024583220869127485
wavelet-LLH_glszm_SizeZoneNonUniformity,0.042623376872974995
wavelet-LLH_glszm_SizeZoneNonUniformityNormalized,-0.1379083924715244
wavelet-LLH_glszm_SmallAreaEmphasis,-0.13795308205300175
wavelet-LLH_glszm_SmallAreaHighGrayLevelEmphasis,-0.12326655312822095
wavelet-LLH_glszm_SmallAreaLowGrayLevelEmphasis,0.018543292915264412
wavelet-LLH_glszm_ZoneEntropy,0.2214387588230897
wavelet-LLH_glszm_ZonePercentage,0.4562031433848959
wavelet-LLH_glszm_ZoneVariance,-0.5214002994308047
wavelet-LLH_ngtdm_Busyness,-0.29884623335326777
wavelet-LLH_ngtdm_Coarseness,0.5061357131374695
wavelet-LLH_ngtdm_Complexity,-0.08442206765206701
wavelet-LLH_ngtdm_Contrast,0.02710667367489232
wavelet-LLH_ngtdm_Strength,0.19017456596109827
wavelet-LHL_firstorder_10Percentile,-0.36768789052743506
wavelet-LHL_firstorder_90Percentile,0.21713486379376162
wavelet-LHL_firstorder_Energy,0.0015958556975454229
wavelet-LHL_firstorder_Entropy,0.3410027815643599
wavelet-LHL_firstorder_InterquartileRange,0.36613925495633654
wavelet-LHL_firstorder_Kurtosis,-0.06439882148701398
wavelet-LHL_firstorder_Maximum,0.14438900261604842
wavelet-LHL_firstorder_MeanAbsoluteDeviation,0.3536885117317274
wavelet-LHL_firstorder_Mean,-0.4150674678463131
wavelet-LHL_firstorder_Median,-0.47221449212144423
wavelet-LHL_firstorder_Minimum,-0.07230979645895891
wavelet-LHL_firstorder_Range,0.13917559447505093
wavelet-LHL_firstorder_RobustMeanAbsoluteDeviation,0.35797813876028495
wavelet-LHL_firstorder_RootMeanSquared,0.34870101894902866
wavelet-LHL_firstorder_Skewness,0.3311031548189426
wavelet-LHL_firstorder_TotalEnergy,0.0015958556975454229
wavelet-LHL_firstorder_Uniformity,-0.3427418173068932
wavelet-LHL_firstorder_Variance,0.35060515999358466
wavelet-LHL_glcm_Autocorrelation,0.010359280821510209
wavelet-LHL_glcm_ClusterProminence,0.3398765851757685
wavelet-LHL_glcm_ClusterShade,0.3359000467461768
wavelet-LHL_glcm_ClusterTendency,0.40879000632806883
wavelet-LHL_glcm_Contrast,0.14723745121772183
wavelet-LHL_glcm_Correlation,0.5155079692862679
wavelet-LHL_glcm_DifferenceAverage,0.08804227242171694
wavelet-LHL_glcm_DifferenceEntropy,0.17223660680747177
wavelet-LHL_glcm_DifferenceVariance,0.19232754460790075
wavelet-LHL_glcm_Id,-0.029772393806089488
wavelet-LHL_glcm_Idm,-0.053343385585641494
wavelet-LHL_glcm_Idmn,-0.006916466257712659
wavelet-LHL_glcm_Idn,0.02988864005648449
wavelet-LHL_glcm_Imc1,-0.34771824606561885
wavelet-LHL_glcm_Imc2,0.3072400817205148
wavelet-LHL_glcm_InverseVariance,-0.188265606124742
wavelet-LHL_glcm_JointAverage,-8.109442660181856e-05
wavelet-LHL_glcm_JointEnergy,-0.32056215920575937
wavelet-LHL_glcm_JointEntropy,0.3138438584193332
wavelet-LHL_glcm_MCC,0.2607237745875403
wavelet-LHL_glcm_MaximumProbability,-0.32458230454597087
wavelet-LHL_glcm_SumAverage,-8.109442660177591e-05
wavelet-LHL_glcm_SumEntropy,0.41457836630291695
wavelet-LHL_glcm_SumSquares,0.3236950094255799
wavelet-LHL_gldm_DependenceEntropy,0.3961042255029968
wavelet-LHL_gldm_DependenceNonUniformity,-0.4927893648382646
wavelet-LHL_gldm_DependenceNonUniformityNormalized,-0.021129583436198175
wavelet-LHL_gldm_DependenceVariance,0.034298427921393926
wavelet-LHL_gldm_GrayLevelNonUniformity,-0.5278051020807762
wavelet-LHL_gldm_GrayLevelVariance,0.3414760135707919
wavelet-LHL_gldm_HighGrayLevelEmphasis,0.005905882204600308
wavelet-LHL_gldm_LargeDependenceEmphasis,-0.2277573936510507
wavelet-LHL_gldm_LargeDependenceHighGrayLevelEmphasis,-0.10409425353453033
wavelet-LHL_gldm_LargeDependenceLowGrayLevelEmphasis,-0.005314446074303276
wavelet-LHL_gldm_LowGrayLevelEmphasis,0.03924305771199499
wavelet-LHL_gldm_SmallDependenceEmphasis,0.3507158988563616
wavelet-LHL_gldm_SmallDependenceHighGrayLevelEmphasis,0.191197091525432
wavelet-LHL_gldm_SmallDependenceLowGrayLevelEmphasis,0.16655332041058812
wavelet-LHL_glrlm_GrayLevelNonUniformity,-0.5304267760034606
wavelet-LHL_glrlm_GrayLevelNonUniformityNormalized,-0.3043751139644872
wavelet-LHL_glrlm_GrayLevelVariance,0.33525522128460117
wavelet-LHL_glrlm_HighGrayLevelRunEmphasis,0.025452856163215735
wavelet-LHL_glrlm_LongRunEmphasis,-0.29523878501811407
wavelet-LHL_glrlm_LongRunHighGrayLevelEmphasis,-0.14844615136749567
wavelet-LHL_glrlm_LongRunLowGrayLevelEmphasis,-0.04363834633556469
wavelet-LHL_glrlm_LowGrayLevelRunEmphasis,0.03399936570562046
wavelet-LHL_glrlm_RunEntropy,0.24779959247505381
wavelet-LHL_glrlm_RunLengthNonUniformity,-0.39707308458150653
wavelet-LHL_glrlm_RunLengthNonUniformityNormalized,0.21702494261338823
wavelet-LHL_glrlm_RunPercentage,0.25899819577277505
wavelet-LHL_glrlm_RunVariance,-0.2810065933978122
wavelet-LHL_glrlm_ShortRunEmphasis,0.24416569888313416
wavelet-LHL_glrlm_ShortRunHighGrayLevelEmphasis,0.07576108374178893
wavelet-LHL_glrlm_ShortRunLowGrayLevelEmphasis,0.05050178988408459
wavelet-LHL_glszm_GrayLevelNonUniformity,-0.19994454212922558
wavelet-LHL_glszm_GrayLevelNonUniformityNormalized,-0.26296792262008184
wavelet-LHL_glszm_GrayLevelVariance,0.04639576604762299
wavelet-LHL_glszm_HighGrayLevelZoneEmphasis,-0.006092746778232061
wavelet-LHL_glszm_LargeAreaEmphasis,-0.4245333910895791
wavelet-LHL_glszm_LargeAreaHighGrayLevelEmphasis,-0.39632001114392756
wavelet-LHL_glszm_LargeAreaLowGrayLevelEmphasis,-0.21382532772040813
wavelet-LHL_glszm_LowGrayLevelZoneEmphasis,0.025328206446210866
wavelet-LHL_glszm_SizeZoneNonUniformity,-0.05025287465481784
wavelet-LHL_glszm_SizeZoneNonUniformityNormalized,-0.009453462236168943
wavelet-LHL_glszm_SmallAreaEmphasis,0.024255243985165823
wavelet-LHL_glszm_SmallAreaHighGrayLevelEmphasis,-0.0355090972808195
wavelet-LHL_glszm_SmallAreaLowGrayLevelEmphasis,0.058749539636859215
wavelet-LHL_glszm_ZoneEntropy,0.17301600129051084
wavelet-LHL_glszm_ZonePercentage,0.3538557527324878
wavelet-LHL_glszm_ZoneVariance,-0.43249884438685543
wavelet-LHL_ngtdm_Busyness,-0.2375588386083251
wavelet-LHL_ngtdm_Coarseness,0.5528960541386377
wavelet-LHL_ngtdm_Complexity,0.04118837614087666
wavelet-LHL_ngtdm_Contrast,0.09611925684529908
wavelet-LHL_ngtdm_Strength,0.3509263515137636
wavelet-LHH_firstorder_10Percentile,-0.1342245128408734
wavelet-LHH_firstorder_90Percentile,0.2079248647541315
wavelet-LHH_firstorder_Energy,-0.20081028664225967
wavelet-LHH_firstorder_Entropy,-0.0715477427665803
wavelet-LHH_firstorder_InterquartileRange,0.1642463562336238
wavelet-LHH_firstorder_Kurtosis,-0.05474297780598965
wavelet-LHH_firstorder_Maximum,-0.05794639354841656
wavelet-LHH_firstorder_MeanAbsoluteDeviation,0.18097510280190582
wavelet-LHH_firstorder_Mean,0.20284691398613192
wavelet-LHH_firstorder_Median,0.14949302922115887
wavelet-LHH_firstorder_Minimum,0.0245630138462718
wavelet-LHH_firstorder_Range,-0.04904340423760993
wavelet-LHH_firstorder_RobustMeanAbsoluteDeviation,0.1718647454433563
wavelet-LHH_firstorder_RootMeanSquared,0.1785819475715918
wavelet-LHH_firstorder_Skewness,-0.014963428699532462
wavelet-LHH_firstorder_TotalEnergy,-0.20081028664225967
wavelet-LHH_firstorder_Uniformity,0.17157918738604944
wavelet-LHH_firstorder_Variance,0.17598831902824605
wavelet-LHH_glcm_Autocorrelation,-0.07079680379218765
wavelet-LHH_glcm_ClusterProminence,0.36913987400722276
wavelet-LHH_glcm_ClusterShade,-0.011491494544635413
wavelet-LHH_glcm_ClusterTendency,0.42559211940132713
wavelet-LHH_glcm_Contrast,-0.44000924454889195
wavelet-LHH_glcm_Correlation,0.43535612169494997
wavelet-LHH_glcm_DifferenceAverage,-0.4382557352096527
wavelet-LHH_glcm_DifferenceEntropy,-0.17589096625551393
wavelet-LHH_glcm_DifferenceVariance,-0.17313148303574336
wavelet-LHH_glcm_Id,0.43745753593361975
wavelet-LHH_glcm_Idm,0.4377888373845666
wavelet-LHH_glcm_Idmn,-0.055887412060894565
wavelet-LHH_glcm_Idn,-0.03538663231958587
wavelet-LHH_glcm_Imc1,-0.15224781720901812
wavelet-LHH_glcm_Imc2,0.09079250911040926
wavelet-LHH_glcm_InverseVariance,-0.43593436876217506
wavelet-LHH_glcm_JointAverage,-0.07130472175409959
wavelet-LHH_glcm_JointEnergy,0.18256297344449046
wavelet-LHH_glcm_JointEntropy,-0.1660534631589647
wavelet-LHH_glcm_MCC,0.03737297184749169
wavelet-LHH_glcm_MaximumProbability,0.18154406786962315
wavelet-LHH_glcm_SumAverage,-0.07130472175409958
wavelet-LHH_glcm_SumEntropy,0.3684170716894805
wavelet-LHH_glcm_SumSquares,-0.09140044670158375
wavelet-LHH_gldm_DependenceEntropy,0.5893097666506504
wavelet-LHH_gldm_DependenceNonUniformity,-0.5590414416186135
wavelet-LHH_gldm_DependenceNonUniformityNormalized,-0.6190580021177544
wavelet-LHH_gldm_DependenceVariance,0.5923520411772675
wavelet-LHH_gldm_GrayLevelNonUniformity,-0.5030547342056751
wavelet-LHH_gldm_GrayLevelVariance,-0.08832409004961596
wavelet-LHH_gldm_HighGrayLevelEmphasis,-0.06960107797855647
wavelet-LHH_gldm_LargeDependenceEmphasis,-0.3497705879436198
wavelet-LHH_gldm_LargeDependenceHighGrayLevelEmphasis,-0.09833873651937854
wavelet-LHH_gldm_LargeDependenceLowGrayLevelEmphasis,0.03432900520590151
wavelet-LHH_gldm_LowGrayLevelEmphasis,0.06567042644838308
wavelet-LHH_gldm_SmallDependenceEmphasis,0.5281846919199252
wavelet-LHH_gldm_SmallDependenceHighGrayLevelEmphasis,0.05548165920969288
wavelet-LHH_gldm_SmallDependenceLowGrayLevelEmphasis,0.2735694515622187
wavelet-LHH_glrlm_GrayLevelNonUniformity,-0.49681861968536517
wavelet-LHH_glrlm_GrayLevelNonUniformityNormalized,0.2304024714444594
wavelet-LHH_glrlm_GrayLevelVariance,-0.10787253287215814
wavelet-LHH_glrlm_HighGrayLevelRunEmphasis,-0.0683559997852921
wavelet-LHH_glrlm_LongRunEmphasis,-0.2678963833255765
wavelet-LHH_glrlm_LongRunHighGrayLevelEmphasis,-0.10409401985033537
wavelet-LHH_glrlm_LongRunLowGrayLevelEmphasis,0.006785574288979805
wavelet-LHH_glrlm_LowGrayLevelRunEmphasis,0.06422803762011121
wavelet-LHH_glrlm_RunEntropy,-0.44183710277593036
wavelet-LHH_glrlm_RunLengthNonUniformity,-0.4821268931176516
wavelet-LHH_glrlm_RunLengthNonUniformityNormalized,0.45760268551192035
wavelet-LHH_glrlm_RunPercentage,0.44252583289081815
wavelet-LHH_glrlm_RunVariance,-0.20702008147747739
wavelet-LHH_glrlm_ShortRunEmphasis,0.4799666645146186
wavelet-LHH_glrlm_ShortRunHighGrayLevelEmphasis,-0.05266354446998082
wavelet-LHH_glrlm_ShortRunLowGrayLevelEmphasis,0.08848623157419447
wavelet-LHH_glszm_GrayLevelNonUniformity,0.27947085982619685
wavelet-LHH_glszm_GrayLevelNonUniformityNormalized,0.02501275161385638
wavelet-LHH_glszm_GrayLevelVariance,-0.09596176479648558
wavelet-LHH_glszm_HighGrayLevelZoneEmphasis,-0.048832703681979554
wavelet-LHH_glszm_LargeAreaEmphasis,-0.5010380168152962
wavelet-LHH_glszm_LargeAreaHighGrayLevelEmphasis,-0.3715169060131393
wavelet-LHH_glszm_LargeAreaLowGrayLevelEmphasis,-0.3948588875977253
wavelet-LHH_glszm_LowGrayLevelZoneEmphasis,0.03936654763431521
wavelet-LHH_glszm_SizeZoneNonUniformity,0.1666895844712483
wavelet-LHH_glszm_SizeZoneNonUniformityNormalized,-0.07887528244025749
wavelet-LHH_glszm_SmallAreaEmphasis,-0.019038269301897476
wavelet-LHH_glszm_SmallAreaHighGrayLevelEmphasis,-0.056266750841308506
wavelet-LHH_glszm_SmallAreaLowGrayLevelEmphasis,0.023338167752937986
wavelet-LHH_glszm_ZoneEntropy,0.19086881681392873
wavelet-LHH_glszm_ZonePercentage,0.43970813111580853
wavelet-LHH_glszm_ZoneVariance,-0.5228226566825334
wavelet-LHH_ngtdm_Busyness,-0.13004852036966075
wavelet-LHH_ngtdm_Coarseness,0.5029565859016607
wavelet-LHH_ngtdm_Complexity,-0.08987518176386987
wavelet-LHH_ngtdm_Contrast,0.05688641405228998
wavelet-LHH_ngtdm_Strength,0.04478833247987045
wavelet-HLL_firstorder_10Percentile,-0.2968963267785267
wavelet-HLL_firstorder_90Percentile,0.12020497401323442
wavelet-HLL_firstorder_Energy,-0.08256070151165207
wavelet-HLL_firstorder_Entropy,0.11685043022489841
wavelet-HLL_firstorder_InterquartileRange,0.22126260649775703
wavelet-HLL_firstorder_Kurtosis,-0.17616800187006218
wavelet-HLL_firstorder_Maximum,0.011288531484395582
wavelet-HLL_firstorder_MeanAbsoluteDeviation,0.207798701178755
wavelet-HLL_firstorder_Mean,-0.1705562974491972
wavelet-HLL_firstorder_Median,-0.2080325185652912
wavelet-HLL_firstorder_Minimum,-0.021958340982101254
wavelet-HLL_firstorder_Range,0.019526538683431925
wavelet-HLL_firstorder_RobustMeanAbsoluteDeviation,0.2255442936958315
wavelet-HLL_firstorder_RootMeanSquared,0.17648320526492378
wavelet-HLL_firstorder_Skewness,-0.10351705073137427
wavelet-HLL_firstorder_TotalEnergy,-0.08256070151165207
wavelet-HLL_firstorder_Uniformity,-0.07094838266303767
wavelet-HLL_firstorder_Variance,0.17045649224372972
wavelet-HLL_glcm_Autocorrelation,0.05852257338882257
wavelet-HLL_glcm_ClusterProminence,0.0981626020915568
wavelet-HLL_glcm_ClusterShade,0.1252170299616503
wavelet-HLL_glcm_ClusterTendency,0.17527219418897685
wavelet-HLL_glcm_Contrast,-0.02552243508130697
wavelet-HLL_glcm_Correlation,0.3199001967489513
wavelet-HLL_glcm_DifferenceAverage,-0.153331456225374
wavelet-HLL_glcm_DifferenceEntropy,0.06986643798041078
wavelet-HLL_glcm_DifferenceVariance,0.08455028887896357
wavelet-HLL_glcm_Id,0.22971692412541822
wavelet-HLL_glcm_Idm,0.20208207519209367
wavelet-HLL_glcm_Idmn,0.06903291184448657
wavelet-HLL_glcm_Idn,0.12159879839015943
wavelet-HLL_glcm_Imc1,-0.1724051094864295
wavelet-HLL_glcm_Imc2,0.16863952549042555
wavelet-HLL_glcm_InverseVariance,-0.33769597599873213
wavelet-HLL_glcm_JointAverage,0.0475848213087224
wavelet-HLL_glcm_JointEnergy,0.0165430795058271
wavelet-HLL_glcm_JointEntropy,0.11305646040477284
wavelet-HLL_glcm_MCC,0.05528221071258758
wavelet-HLL_glcm_MaximumProbability,0.25685135484605476
wavelet-HLL_glcm_SumAverage,0.04758482130872246
wavelet-HLL_glcm_SumEntropy,0.1720958718735732
wavelet-HLL_glcm_SumSquares,0.11292390839597014
wavelet-HLL_gldm_DependenceEntropy,0.31360061790947463
wavelet-HLL_gldm_DependenceNonUniformity,-0.5286639370552537
wavelet-HLL_gldm_DependenceNonUniformityNormalized,-0.4194784410253427
wavelet-HLL_gldm_DependenceVariance,0.39529928039237383
wavelet-HLL_gldm_GrayLevelNonUniformity,-0.5056022472213745
wavelet-HLL_gldm_GrayLevelVariance,0.1076969243553264
wavelet-HLL_gldm_HighGrayLevelEmphasis,0.058863496186367964
wavelet-HLL_gldm_LargeDependenceEmphasis,-0.2049706122124341
wavelet-HLL_gldm_LargeDependenceHighGrayLevelEmphasis,0.018772664845495994
wavelet-HLL_gldm_LargeDependenceLowGrayLevelEmphasis,0.008102792663306749
wavelet-HLL_gldm_LowGrayLevelEmphasis,0.022785829024224137
wavelet-HLL_gldm_SmallDependenceEmphasis,0.431867673654594
wavelet-HLL_gldm_SmallDependenceHighGrayLevelEmphasis,0.21412287915405953
wavelet-HLL_gldm_SmallDependenceLowGrayLevelEmphasis,0.22722689463569032
wavelet-HLL_glrlm_GrayLevelNonUniformity,-0.5000820346442001
wavelet-HLL_glrlm_GrayLevelNonUniformityNormalized,-0.1283652078988878
wavelet-HLL_glrlm_GrayLevelVariance,0.11698786288078883
wavelet-HLL_glrlm_HighGrayLevelRunEmphasis,0.0654570957834259
wavelet-HLL_glrlm_LongRunEmphasis,-0.32791243818414656
wavelet-HLL_glrlm_LongRunHighGrayLevelEmphasis,-0.005839482880486741
